,idx,energy,cnt_yellow_thr_105,variance_105,cnt_yellow_thr_120,variance_120
3862,4880,1,0,0,0,0
3863,4882,1,0,0,0,0
3864,4888,1,0,0,0,0
3865,4890,1,0,0,0,0
3866,4891,1,0,0,0,0
3867,4894,1,0,0,0,0
3868,4897,1,0,0,0,0
3869,4898,1,0,0,0,0
3870,4900,1,0,0,0,0
3871,4902,1,0,0,0,0
3872,4903,1,0,0,0,0
3873,4904,1,0,0,0,0
3874,4906,1,0,0,0,0
3875,4911,1,0,0,0,0
3876,4914,1,0,0,0,0
3877,4917,1,0,0,0,0
3878,4921,1,0,0,0,0
3879,4923,1,0,0,0,0
3880,4929,1,0,0,0,0
3881,4931,1,0,0,0,0
3882,4939,1,0,0,0,0
3883,4940,1,0,0,0,0
3884,4942,1,0,0,0,0
3885,4945,1,0,0,0,0
3886,4946,1,0,0,0,0
3887,4953,1,0,0,0,0
3888,4957,1,0,0,0,0
3889,4958,1,0,0,0,0
3890,4959,1,0,0,0,0
3891,4960,1,0,0,0,0
3892,4966,1,0,0,0,0
3893,4968,1,0,0,0,0
3894,4969,1,0,0,0,0
3895,4970,1,0,0,0,0
3896,4971,1,0,0,0,0
3897,4974,1,0,0,0,0
3898,4975,1,0,0,0,0
3899,4976,1,0,0,0,0
3900,4981,1,0,0,0,0
3901,4986,1,0,0,0,0
3902,4989,1,0,0,0,0
3903,4999,1,0,0,0,0
3904,5000,1,0,0,0,0
3905,5002,1,0,0,0,0
3906,5019,1,0,0,0,0
3907,5023,1,0,0,0,0
3908,5027,1,0,0,0,0
3909,5031,1,0,0,0,0
3910,5033,1,0,0,0,0
3911,5036,1,0,0,0,0
3912,5037,1,0,0,0,0
3913,5041,1,0,0,0,0
3914,5042,1,0,0,0,0
3915,5046,1,0,0,0,0
3916,5047,1,0,0,0,0
3917,5052,1,0,0,0,0
3918,5054,1,0,0,0,0
3919,5058,1,0,0,0,0
3920,5063,1,0,0,0,0
3921,5064,1,0,0,0,0
3922,5067,1,0,0,0,0
3923,5068,1,0,0,0,0
3924,5071,1,0,0,0,0
3925,5072,1,0,0,0,0
3926,5073,1,0,0,0,0
3927,5079,1,0,0,0,0
3928,5082,1,0,0,0,0
3929,5084,1,0,0,0,0
3930,5089,1,0,0,0,0
3931,5090,1,0,0,0,0
3932,5094,1,0,0,0,0
3933,5101,1,0,0,0,0
3934,5106,1,0,0,0,0
3935,5107,1,0,0,0,0
3936,5108,1,0,0,0,0
3937,5111,1,0,0,0,0
3938,5113,1,0,0,0,0
3939,5115,1,0,0,0,0
3940,5118,1,0,0,0,0
3941,5121,1,0,0,0,0
3942,5122,1,0,0,0,0
3943,5124,1,0,0,0,0
3944,5126,1,0,0,0,0
3945,5128,1,0,0,0,0
3946,5132,1,0,0,0,0
3947,5134,1,0,0,0,0
3948,5136,1,0,0,0,0
3949,5141,1,0,0,0,0
3950,5154,1,0,0,0,0
3951,5156,1,0,0,0,0
3952,5164,1,0,0,0,0
3953,5173,1,0,0,0,0
3954,5180,1,0,0,0,0
3955,5184,1,0,0,0,0
3956,5189,1,0,0,0,0
3957,5194,1,0,0,0,0
3958,5201,1,0,0,0,0
3959,5204,1,0,0,0,0
3960,5208,1,0,0,0,0
3961,5211,1,0,0,0,0
3962,5215,1,0,0,0,0
3963,5221,1,0,0,0,0
3964,5223,1,0,0,0,0
3965,5224,1,0,0,0,0
3966,5227,1,0,0,0,0
3967,5232,1,0,0,0,0
3968,5237,1,0,0,0,0
3969,5239,1,0,0,0,0
3970,5240,1,0,0,0,0
3971,5247,1,0,0,0,0
3972,5248,1,0,0,0,0
3973,5253,1,0,0,0,0
3974,5256,1,0,0,0,0
3975,5257,1,0,0,0,0
3976,5258,1,0,0,0,0
3977,5264,1,0,0,0,0
3978,5269,1,0,0,0,0
3979,5271,1,0,0,0,0
3980,5273,1,0,0,0,0
3981,5277,1,0,0,0,0
3982,5280,1,0,0,0,0
3983,5287,1,0,0,0,0
3984,5291,1,0,0,0,0
3985,5294,1,0,0,0,0
3986,5296,1,0,0,0,0
3987,5298,1,0,0,0,0
3988,5306,1,0,0,0,0
3989,5307,1,0,0,0,0
3990,5308,1,0,0,0,0
3991,5309,1,0,0,0,0
3992,5310,1,0,0,0,0
3993,5311,1,0,0,0,0
3994,5312,1,0,0,0,0
3995,5317,1,0,0,0,0
3996,5322,1,0,0,0,0
3997,5325,1,0,0,0,0
3998,5326,1,0,0,0,0
3999,5327,1,0,0,0,0
4000,5330,1,0,0,0,0
4001,5332,1,0,0,0,0
4002,5335,1,0,0,0,0
4003,5342,1,0,0,0,0
4004,5344,1,0,0,0,0
4005,5345,1,0,0,0,0
4006,5348,1,0,0,0,0
4007,5351,1,0,0,0,0
4008,5361,1,0,0,0,0
4009,5363,1,0,0,0,0
4010,5365,1,0,0,0,0
4011,5373,1,0,0,0,0
4012,5379,1,0,0,0,0
4013,5385,1,0,0,0,0
4014,5388,1,0,0,0,0
4015,5389,1,0,0,0,0
4016,5390,1,0,0,0,0
4017,5395,1,0,0,0,0
4018,5397,1,0,0,0,0
4019,5398,1,0,0,0,0
4020,5401,1,0,0,0,0
4021,5403,1,0,0,0,0
4022,5408,1,0,0,0,0
4023,5415,1,0,0,0,0
4024,5416,1,0,0,0,0
4025,5419,1,0,0,0,0
4026,5421,1,0,0,0,0
4027,5422,1,0,0,0,0
4028,5431,1,0,0,0,0
4029,5435,1,0,0,0,0
4030,5436,1,0,0,0,0
4031,5440,1,0,0,0,0
4032,5442,1,0,0,0,0
4033,5443,1,0,0,0,0
4034,5451,1,0,0,0,0
4035,5452,1,0,0,0,0
4036,5454,1,0,0,0,0
4037,5455,1,0,0,0,0
4038,5457,1,0,0,0,0
4039,5458,1,0,0,0,0
4040,5460,1,0,0,0,0
4041,5461,1,0,0,0,0
4042,5462,1,0,0,0,0
4043,5463,1,0,0,0,0
4044,5464,1,0,0,0,0
4045,5468,1,0,0,0,0
4046,5469,1,0,0,0,0
4047,5473,1,0,0,0,0
4048,5475,1,0,0,0,0
4049,5476,1,0,0,0,0
4050,5477,1,0,0,0,0
4051,5478,1,0,0,0,0
4052,5480,1,0,0,0,0
4053,5482,1,0,0,0,0
4054,5483,1,0,0,0,0
4055,5484,1,0,0,0,0
4056,5488,1,0,0,0,0
4057,5496,1,0,0,0,0
4058,5500,1,0,0,0,0
4059,5512,1,0,0,0,0
4060,5514,1,0,0,0,0
4061,5519,1,0,0,0,0
4062,5520,1,0,0,0,0
4063,5526,1,0,0,0,0
4064,5528,1,0,0,0,0
4065,5530,1,0,0,0,0
4066,5531,1,0,0,0,0
4067,5533,1,0,0,0,0
4068,5536,1,0,0,0,0
4069,5538,1,0,0,0,0
4070,5540,1,0,0,0,0
4071,5545,1,0,0,0,0
4072,5547,1,0,0,0,0
4073,5554,1,0,0,0,0
4074,5557,1,0,0,0,0
4075,5558,1,0,0,0,0
4076,5559,1,0,0,0,0
4077,5560,1,0,0,0,0
4078,5561,1,0,0,0,0
4079,5562,1,0,0,0,0
4080,5563,1,0,0,0,0
4081,5564,1,0,0,0,0
4082,5565,1,0,0,0,0
4083,5569,1,0,0,0,0
4084,5571,1,0,0,0,0
4085,5576,1,0,0,0,0
4086,5577,1,0,0,0,0
4087,5578,1,0,0,0,0
4088,5581,1,0,0,0,0
4089,5586,1,0,0,0,0
4090,5587,1,0,0,0,0
4091,5588,1,0,0,0,0
4092,5590,1,0,0,0,0
4093,5591,1,0,0,0,0
4094,5594,1,0,0,0,0
4095,5603,1,0,0,0,0
4096,5604,1,0,0,0,0
4097,5605,1,0,0,0,0
4098,5607,1,0,0,0,0
4099,5608,1,0,0,0,0
4100,5609,1,0,0,0,0
4101,5617,1,0,0,0,0
4102,5621,1,0,0,0,0
4103,5625,1,0,0,0,0
4104,5627,1,0,0,0,0
4105,5629,1,0,0,0,0
4106,5631,1,0,0,0,0
4107,5636,1,0,0,0,0
4108,5642,1,0,0,0,0
4109,5643,1,0,0,0,0
4110,5650,1,0,0,0,0
4111,5651,1,0,0,0,0
4112,5653,1,0,0,0,0
4113,5656,1,0,0,0,0
4114,5659,1,0,0,0,0
4115,5661,1,0,0,0,0
4116,5662,1,0,0,0,0
4117,5666,1,0,0,0,0
4118,5668,1,0,0,0,0
4119,5669,1,0,0,0,0
4120,5672,1,0,0,0,0
4121,5674,1,0,0,0,0
4122,5678,1,0,0,0,0
4123,5679,1,0,0,0,0
4124,5685,1,0,0,0,0
4125,5687,1,0,0,0,0
4126,5688,1,0,0,0,0
4127,5690,1,0,0,0,0
4128,5692,1,0,0,0,0
4129,5709,1,0,0,0,0
4130,5711,1,0,0,0,0
4131,5714,1,0,0,0,0
4132,5721,1,0,0,0,0
4133,5724,1,0,0,0,0
4134,5725,1,0,0,0,0
4135,5731,1,0,0,0,0
4136,5732,1,0,0,0,0
4137,5735,1,0,0,0,0
4138,5742,1,0,0,0,0
4139,5744,1,0,0,0,0
4140,5747,1,0,0,0,0
4141,5750,1,0,0,0,0
4142,5754,1,0,0,0,0
4143,5756,1,0,0,0,0
4144,5759,1,0,0,0,0
4145,5771,1,0,0,0,0
4146,5772,1,0,0,0,0
4147,5773,1,0,0,0,0
4148,5774,1,0,0,0,0
4149,5776,1,0,0,0,0
4150,5777,1,0,0,0,0
4151,5779,1,0,0,0,0
4152,5781,1,0,0,0,0
4153,5783,1,0,0,0,0
4154,5785,1,0,0,0,0
4155,5787,1,0,0,0,0
4156,5792,1,0,0,0,0
4157,5793,1,0,0,0,0
4158,5797,1,0,0,0,0
4159,5800,1,0,0,0,0
4160,5806,1,0,0,0,0
4161,5811,1,0,0,0,0
4162,5813,1,0,0,0,0
4163,5814,1,0,0,0,0
4164,5818,1,0,0,0,0
4165,5820,1,0,0,0,0
4166,5822,1,0,0,0,0
4167,5824,1,0,0,0,0
4168,5826,1,0,0,0,0
4169,5827,1,0,0,0,0
4170,5829,1,0,0,0,0
4171,5831,1,0,0,0,0
4172,5833,1,0,0,0,0
4173,5836,1,0,0,0,0
4174,5840,1,0,0,0,0
4175,5843,1,0,0,0,0
4176,5845,1,0,0,0,0
4177,5851,1,0,0,0,0
4178,5858,1,0,0,0,0
4179,5864,1,0,0,0,0
4180,5869,1,0,0,0,0
4181,5871,1,0,0,0,0
4182,5875,1,0,0,0,0
4183,5877,1,0,0,0,0
4184,5878,1,0,0,0,0
4185,5883,1,0,0,0,0
4186,5884,1,0,0,0,0
4187,5888,1,0,0,0,0
4188,5890,1,0,0,0,0
4189,5897,1,0,0,0,0
4190,5898,1,0,0,0,0
4191,5899,1,0,0,0,0
4192,5900,1,0,0,0,0
4193,5902,1,0,0,0,0
4194,5906,1,0,0,0,0
4195,5908,1,0,0,0,0
4196,5909,1,0,0,0,0
4197,5912,1,0,0,0,0
4198,5918,1,0,0,0,0
4199,5924,1,0,0,0,0
4200,5928,1,0,0,0,0
4201,5931,1,0,0,0,0
4202,5932,1,0,0,0,0
4203,5933,1,0,0,0,0
4204,5934,1,0,0,0,0
4205,5936,1,0,0,0,0
4206,5937,1,0,0,0,0
4207,5940,1,0,0,0,0
4208,5942,1,0,0,0,0
4209,5943,1,0,0,0,0
4210,5951,1,0,0,0,0
4211,5952,1,0,0,0,0
4212,5954,1,0,0,0,0
4213,5955,1,0,0,0,0
4214,5956,1,0,0,0,0
4215,5966,1,0,0,0,0
4216,5967,1,0,0,0,0
4217,5969,1,0,0,0,0
4218,5973,1,0,0,0,0
4219,5974,1,0,0,0,0
4220,5975,1,0,0,0,0
4221,5978,1,0,0,0,0
4222,5981,1,0,0,0,0
4223,5996,1,0,0,0,0
4224,5997,1,0,0,0,0
4225,5998,1,0,0,0,0
4226,6006,1,0,0,0,0
4227,6009,1,0,0,0,0
4228,6026,1,0,0,0,0
4229,6028,1,0,0,0,0
4230,6030,1,0,0,0,0
4231,6031,1,0,0,0,0
4232,6032,1,0,0,0,0
4233,6037,1,0,0,0,0
4234,6038,1,0,0,0,0
4235,6040,1,0,0,0,0
4236,6042,1,0,0,0,0
4237,6043,1,0,0,0,0
4238,6045,1,0,0,0,0
4239,6046,1,0,0,0,0
4240,6047,1,0,0,0,0
4241,6049,1,0,0,0,0
4242,6052,1,0,0,0,0
4243,6057,1,0,0,0,0
4244,6062,1,0,0,0,0
4245,6072,1,0,0,0,0
4246,6075,1,0,0,0,0
4247,6077,1,0,0,0,0
4248,6080,1,0,0,0,0
4249,6084,1,0,0,0,0
4250,6085,1,0,0,0,0
4251,6089,1,0,0,0,0
4252,6092,1,0,0,0,0
4253,6101,1,0,0,0,0
4254,6105,1,0,0,0,0
4255,6106,1,0,0,0,0
4256,6108,1,0,0,0,0
4257,6111,1,0,0,0,0
4258,6113,1,0,0,0,0
4259,6117,1,0,0,0,0
4260,6120,1,0,0,0,0
4261,6123,1,0,0,0,0
4262,6124,1,0,0,0,0
4263,6129,1,0,0,0,0
4264,6133,1,0,0,0,0
4265,6135,1,0,0,0,0
4266,6136,1,0,0,0,0
4267,6137,1,0,0,0,0
4268,6139,1,0,0,0,0
4269,6145,1,0,0,0,0
4270,6146,1,0,0,0,0
4271,6147,1,0,0,0,0
4272,6148,1,0,0,0,0
4273,6149,1,0,0,0,0
4274,6151,1,0,0,0,0
4275,6152,1,0,0,0,0
4276,6157,1,0,0,0,0
4277,6159,1,0,0,0,0
4278,6160,1,0,0,0,0
4279,6161,1,0,0,0,0
4280,6163,1,0,0,0,0
4281,6164,1,0,0,0,0
4282,6166,1,0,0,0,0
4283,6171,1,0,0,0,0
4284,6176,1,0,0,0,0
4285,6177,1,0,0,0,0
4286,6202,1,0,0,0,0
4287,6204,1,0,0,0,0
4288,6213,1,0,0,0,0
4289,6216,1,0,0,0,0
4290,6218,1,0,0,0,0
4291,6219,1,0,0,0,0
4292,6224,1,0,0,0,0
4293,6226,1,0,0,0,0
4294,6227,1,0,0,0,0
4295,6228,1,0,0,0,0
4296,6234,1,0,0,0,0
4297,6237,1,0,0,0,0
4298,6240,1,0,0,0,0
4299,6241,1,0,0,0,0
4300,6244,1,0,0,0,0
4301,6245,1,0,0,0,0
4302,6258,1,0,0,0,0
4303,6261,1,0,0,0,0
4304,6268,1,0,0,0,0
4305,6272,1,0,0,0,0
4306,6274,1,0,0,0,0
4307,6276,1,0,0,0,0
4308,6278,1,0,0,0,0
4309,6279,1,0,0,0,0
4310,6282,1,0,0,0,0
4311,6290,1,0,0,0,0
4312,6293,1,0,0,0,0
4313,6299,1,0,0,0,0
4314,6303,1,0,0,0,0
4315,6304,1,0,0,0,0
4316,6305,1,0,0,0,0
4317,6309,1,0,0,0,0
4318,6314,1,0,0,0,0
4319,6316,1,0,0,0,0
4320,6318,1,0,0,0,0
4321,6331,1,0,0,0,0
4322,6332,1,0,0,0,0
4323,6341,1,0,0,0,0
4324,6345,1,0,0,0,0
4325,6349,1,0,0,0,0
4326,6350,1,0,0,0,0
4327,6353,1,0,0,0,0
4328,6359,1,0,0,0,0
4329,6361,1,0,0,0,0
4330,6364,1,0,0,0,0
4331,6367,1,0,0,0,0
4332,6369,1,0,0,0,0
4333,6374,1,0,0,0,0
4334,6378,1,0,0,0,0
4335,6379,1,0,0,0,0
4336,6381,1,0,0,0,0
4337,6383,1,0,0,0,0
4338,6384,1,0,0,0,0
4339,6385,1,0,0,0,0
4340,6387,1,0,0,0,0
4341,6388,1,0,0,0,0
4342,6389,1,0,0,0,0
4343,6390,1,0,0,0,0
4344,6392,1,0,0,0,0
4345,6395,1,0,0,0,0
4346,6399,1,0,0,0,0
4347,6401,1,0,0,0,0
4348,6405,1,0,0,0,0
4349,6406,1,0,0,0,0
4350,6409,1,0,0,0,0
4351,6410,1,0,0,0,0
4352,6421,1,0,0,0,0
4353,6423,1,0,0,0,0
4354,6425,1,0,0,0,0
4355,6427,1,0,0,0,0
4356,6430,1,0,0,0,0
4357,6436,1,0,0,0,0
4358,6438,1,0,0,0,0
4359,6439,1,0,0,0,0
4360,6441,1,0,0,0,0
4361,6444,1,0,0,0,0
4362,6445,1,0,0,0,0
4363,6447,1,0,0,0,0
4364,6448,1,0,0,0,0
4365,6451,1,0,0,0,0
4366,6455,1,0,0,0,0
4367,6456,1,0,0,0,0
4368,6458,1,0,0,0,0
4369,6459,1,0,0,0,0
4370,6462,1,0,0,0,0
4371,6464,1,0,0,0,0
4372,6469,1,0,0,0,0
4373,6470,1,0,0,0,0
4374,6472,1,0,0,0,0
4375,6478,1,0,0,0,0
4376,6481,1,0,0,0,0
4377,6482,1,0,0,0,0
4378,6487,1,0,0,0,0
4379,6490,1,0,0,0,0
4380,6501,1,0,0,0,0
4381,6508,1,0,0,0,0
4382,6510,1,0,0,0,0
4383,6511,1,0,0,0,0
4384,6513,1,0,0,0,0
4385,6516,1,0,0,0,0
4386,6519,1,0,0,0,0
4387,6521,1,0,0,0,0
4388,6522,1,0,0,0,0
4389,6525,1,0,0,0,0
4390,6526,1,0,0,0,0
4391,6528,1,0,0,0,0
4392,6531,1,0,0,0,0
4393,6532,1,0,0,0,0
4394,6533,1,0,0,0,0
4395,6544,1,0,0,0,0
4396,6546,1,0,0,0,0
4397,6547,1,0,0,0,0
4398,6549,1,0,0,0,0
4399,6551,1,0,0,0,0
4400,6553,1,0,0,0,0
4401,6559,1,0,0,0,0
4402,6565,1,0,0,0,0
4403,6566,1,0,0,0,0
4404,6567,1,0,0,0,0
4405,6568,1,0,0,0,0
4406,6572,1,0,0,0,0
4407,6574,1,0,0,0,0
4408,6575,1,0,0,0,0
4409,6576,1,0,0,0,0
4410,6579,1,0,0,0,0
4411,6581,1,0,0,0,0
4412,6582,1,0,0,0,0
4413,6585,1,0,0,0,0
4414,6589,1,0,0,0,0
4415,6592,1,0,0,0,0
4416,6594,1,0,0,0,0
4417,6602,1,0,0,0,0
4418,6603,1,0,0,0,0
4419,6609,1,0,0,0,0
4420,6612,1,0,0,0,0
4421,6614,1,0,0,0,0
4422,6618,1,0,0,0,0
4423,6621,1,0,0,0,0
4424,6623,1,0,0,0,0
4425,6626,1,0,0,0,0
4426,6630,1,0,0,0,0
4427,6634,1,0,0,0,0
4428,6639,1,0,0,0,0
4429,6641,1,0,0,0,0
4430,6642,1,0,0,0,0
4431,6643,1,0,0,0,0
4432,6644,1,0,0,0,0
4433,7057,1,0,0,0,0
4434,9381,1,0,0,0,0
4435,13072,1,6,0,0,0
4436,7,20,487,218,1,0
4437,9,20,484,218,17,15
4438,12,20,494,232,2,0
4439,13,20,468,208,8,9
4440,20,20,445,204,28,20
4441,24,20,468,208,2,0
4442,37,20,481,218,1,0
4443,42,20,455,208,8,1
4444,45,20,477,209,4,0
4445,46,20,486,221,0,0
4446,47,20,507,227,0,0
4447,48,20,461,221,1,0
4448,49,20,484,202,0,0
4449,51,20,494,219,0,0
4450,52,20,480,204,0,0
4451,57,20,466,214,74,23
4452,58,20,496,218,4,0
4453,59,20,471,218,8,14
4454,60,20,449,202,43,18
4455,65,20,481,218,6,3
4456,66,20,457,212,44,15
4457,67,20,489,222,8,1
4458,72,20,464,207,0,0
4459,76,20,455,203,21,14
4460,78,20,471,220,6,11
4461,82,20,466,207,1,0
4462,86,20,474,213,22,15
4463,87,20,484,225,5,3
4464,93,20,462,201,19,11
4465,95,20,510,236,9,5
4466,99,20,455,205,2,0
4467,100,20,472,214,13,17
4468,101,20,488,221,10,1
4469,106,20,434,191,11,3
4470,107,20,464,194,0,0
4471,108,20,458,206,11,16
4472,110,20,475,209,1,0
4473,111,20,465,204,21,13
4474,112,20,467,210,31,20
4475,114,20,475,213,15,9
4476,115,20,474,211,0,0
4477,116,20,481,223,23,24
4478,117,20,488,221,18,11
4479,119,20,479,225,5,7
4480,122,20,468,209,0,0
4481,123,20,448,190,12,18
4482,133,20,477,208,0,0
4483,136,20,497,227,22,13
4484,137,20,469,226,13,8
4485,140,20,480,213,17,25
4486,148,20,436,194,41,17
4487,153,20,473,225,3,0
4488,155,20,473,208,4,16
4489,161,20,484,210,0,0
4490,163,20,493,222,0,0
4491,165,20,463,191,1,0
4492,168,20,461,203,12,7
4493,170,20,443,192,19,6
4494,171,20,490,225,22,13
4495,174,20,477,220,7,0
4496,176,20,479,210,6,3
4497,180,20,450,197,49,26
4498,182,20,458,200,25,7
4499,183,20,471,213,23,12
4500,185,20,488,227,2,0
4501,187,20,451,202,15,11
4502,190,20,467,207,28,9
4503,191,20,491,224,4,0
4504,194,20,488,229,0,0
4505,197,20,438,209,47,15
4506,203,20,467,207,6,1
4507,204,20,458,200,0,0
4508,208,20,496,225,2,0
4509,210,20,471,207,8,15
4510,211,20,478,212,0,0
4511,212,20,497,218,6,2
4512,214,20,460,209,1,0
4513,215,20,495,216,1,0
4514,216,20,499,231,0,0
4515,217,20,468,211,51,15
4516,221,20,460,221,14,7
4517,224,20,429,191,21,7
4518,233,20,470,208,2,0
4519,237,20,445,193,23,12
4520,242,20,443,200,31,17
4521,246,20,460,202,16,11
4522,248,20,490,220,1,0
4523,253,20,450,218,19,11
4524,254,20,463,206,27,17
4525,257,20,472,211,26,20
4526,258,20,462,206,5,10
4527,259,20,453,208,20,11
4528,261,20,479,211,0,0
4529,265,20,460,205,26,24
4530,269,20,445,192,49,19
4531,270,20,486,213,11,1
4532,271,20,470,220,2,0
4533,273,20,469,205,0,0
4534,279,20,489,213,0,0
4535,282,20,466,211,19,8
4536,295,20,441,198,10,6
4537,297,20,458,208,1,0
4538,300,20,474,224,0,0
4539,312,20,449,198,1,0
4540,314,20,503,221,0,0
4541,315,20,484,221,0,0
4542,318,20,474,216,15,23
4543,321,20,485,210,1,0
4544,323,20,484,215,11,7
4545,326,20,462,219,0,0
4546,330,20,454,203,9,9
4547,332,20,491,222,1,0
4548,334,20,466,205,0,0
4549,337,20,483,211,0,0
4550,340,20,469,199,5,2
4551,341,20,486,224,0,0
4552,342,20,450,198,45,19
4553,343,20,436,192,2,0
4554,348,20,482,225,9,23
4555,354,20,463,209,0,0
4556,355,20,489,218,0,0
4557,356,20,464,209,48,24
4558,358,20,436,193,15,8
4559,359,20,475,222,1,0
4560,362,20,457,203,2,0
4561,366,20,473,200,0,0
4562,371,20,486,218,3,0
4563,372,20,451,188,0,0
4564,373,20,447,206,34,10
4565,380,20,500,213,0,0
4566,383,20,482,226,0,0
4567,389,20,459,210,20,12
4568,390,20,468,204,3,0
4569,393,20,458,209,5,3
4570,394,20,484,205,0,0
4571,397,20,477,236,0,0
4572,398,20,487,216,3,1
4573,400,20,464,207,8,3
4574,409,20,469,212,0,0
4575,414,20,469,221,11,13
4576,420,20,480,222,0,0
4577,422,20,449,186,9,3
4578,428,20,481,221,48,26
4579,430,20,465,211,13,3
4580,435,20,483,216,1,0
4581,439,20,447,202,9,5
4582,441,20,496,234,44,16
4583,444,20,467,206,3,11
4584,445,20,447,207,19,13
4585,448,20,483,218,3,0
4586,449,20,488,214,1,0
4587,454,20,477,217,0,0
4588,455,20,449,199,45,12
4589,456,20,492,210,0,0
4590,459,20,442,186,0,0
4591,461,20,443,188,0,0
4592,464,20,484,222,1,0
4593,468,20,461,214,18,10
4594,469,20,480,220,0,0
4595,470,20,450,202,21,17
4596,471,20,481,219,1,0
4597,474,20,477,215,23,10
4598,477,20,476,208,0,0
4599,480,20,490,223,10,9
4600,482,20,450,203,0,0
4601,483,20,455,205,40,18
4602,484,20,490,212,0,0
4603,488,20,466,206,0,0
4604,490,20,452,202,21,12
4605,491,20,442,212,22,14
4606,493,20,501,217,0,0
4607,494,20,467,206,8,8
4608,496,20,489,211,0,0
4609,499,20,477,209,0,0
4610,500,20,443,192,32,16
4611,501,20,491,228,29,20
4612,504,20,453,213,0,0
4613,513,20,477,222,27,14
4614,515,20,476,222,12,2
4615,517,20,479,217,5,0
4616,521,20,461,208,16,22
4617,524,20,462,219,37,16
4618,525,20,472,216,30,16
4619,530,20,457,211,9,6
4620,532,20,489,215,0,0
4621,534,20,452,202,13,22
4622,535,20,464,204,5,5
4623,539,20,491,223,1,0
4624,542,20,479,208,0,0
4625,548,20,449,202,25,8
4626,553,20,479,219,4,1
4627,556,20,470,201,22,13
4628,558,20,439,204,73,21
4629,560,20,477,225,3,0
4630,562,20,462,198,12,21
4631,564,20,486,212,2,0
4632,565,20,490,221,0,0
4633,571,20,470,203,14,4
4634,572,20,437,197,2,0
4635,573,20,477,220,41,24
4636,575,20,442,204,18,5
4637,577,20,474,208,0,0
4638,578,20,493,216,0,0
4639,584,20,486,218,2,0
4640,585,20,433,191,43,13
4641,590,20,439,201,44,18
4642,592,20,427,184,3,3
4643,594,20,483,219,0,0
4644,595,20,494,227,22,11
4645,601,20,492,218,0,0
4646,604,20,498,232,0,0
4647,609,20,484,218,0,0
4648,611,20,455,190,1,0
4649,613,20,451,194,0,0
4650,615,20,478,210,8,15
4651,618,20,463,213,20,7
4652,619,20,472,210,2,0
4653,620,20,489,232,7,0
4654,623,20,456,202,15,34
4655,624,20,472,208,0,0
4656,626,20,459,203,6,4
4657,628,20,441,204,24,8
4658,634,20,452,214,59,19
4659,638,20,484,223,10,4
4660,642,20,477,195,0,0
4661,643,20,473,209,13,21
4662,644,20,482,212,14,3
4663,646,20,458,209,7,2
4664,648,20,456,197,0,0
4665,649,20,448,192,0,0
4666,654,20,475,217,3,0
4667,656,20,492,228,0,0
4668,658,20,498,228,0,0
4669,659,20,503,221,0,0
4670,665,20,475,215,4,6
4671,673,20,497,225,12,2
4672,675,20,487,223,1,0
4673,676,20,463,212,1,0
4674,679,20,457,201,0,0
4675,686,20,445,195,23,10
4676,687,20,490,221,0,0
4677,689,20,481,218,2,0
4678,695,20,492,225,24,15
4679,704,20,497,230,0,0
4680,706,20,471,214,27,11
4681,709,20,437,200,22,9
4682,713,20,497,230,7,12
4683,715,20,489,225,2,0
4684,717,20,445,193,0,0
4685,720,20,453,190,2,0
4686,723,20,493,225,10,4
4687,725,20,477,209,0,0
4688,730,20,484,216,0,0
4689,731,20,465,223,5,37
4690,734,20,453,201,20,14
4691,736,20,451,199,5,15
4692,737,20,481,217,30,18
4693,739,20,478,216,2,0
4694,742,20,481,216,1,0
4695,743,20,458,199,16,11
4696,744,20,443,191,36,14
4697,746,20,503,227,0,0
4698,750,20,473,211,26,11
4699,751,20,453,191,0,0
4700,758,20,483,221,1,0
4701,759,20,437,192,16,8
4702,761,20,439,202,37,15
4703,762,20,479,213,0,0
4704,765,20,476,208,0,0
4705,768,20,480,210,0,0
4706,769,20,488,220,28,22
4707,770,20,459,204,0,0
4708,771,20,470,216,0,0
4709,773,20,458,198,31,13
4710,774,20,447,196,0,0
4711,785,20,483,235,3,3
4712,786,20,424,192,41,24
4713,793,20,479,216,0,0
4714,794,20,452,194,0,0
4715,806,20,461,210,0,0
4716,810,20,465,210,0,0
4717,813,20,475,217,0,0
4718,815,20,452,195,1,0
4719,818,20,474,216,0,0
4720,825,20,485,229,8,3
4721,830,20,452,198,0,0
4722,833,20,467,213,38,14
4723,838,20,487,207,7,0
4724,839,20,466,210,1,0
4725,844,20,459,204,0,0
4726,849,20,477,214,28,20
4727,851,20,446,203,24,12
4728,853,20,488,217,0,0
4729,866,20,504,234,21,10
4730,868,20,474,209,1,0
4731,872,20,462,213,4,0
4732,874,20,476,208,21,16
4733,875,20,458,206,2,0
4734,877,20,466,199,0,0
4735,879,20,485,215,0,0
4736,881,20,440,193,13,5
4737,886,20,477,210,1,0
4738,891,20,482,208,0,0
4739,892,20,482,216,0,0
4740,895,20,446,198,37,9
4741,896,20,446,214,6,3
4742,898,20,495,212,0,0
4743,899,20,451,194,7,9
4744,901,20,479,220,17,17
4745,903,20,440,183,11,16
4746,904,20,473,213,30,19
4747,910,20,512,229,0,0
4748,916,20,440,193,0,0
4749,917,20,483,222,12,10
4750,919,20,470,199,0,0
4751,920,20,481,213,2,0
4752,923,20,458,202,39,11
4753,926,20,471,224,32,16
